course_id,course_title,course_tagline,course_description,course_order,course_color,level_id,level_title,level_order,level_topic,pass_mark,xp_per_correct,question_id,topic,question,option_a,option_b,option_c,option_d,correct,explanation,resource_title,resource_url
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l4,Claude Basics 4,4,Claude Basics,70,10,sno-126,Claude Basics,What's an effective way to verify you're actually learning when using AI?,Compare AI's answer to the textbook,Count how many AI conversations you've had,See if you can explain the concept being learned to someone else,Check if AI gave you the correct answer,C,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l4,Claude Basics 4,4,Claude Basics,70,10,sno-129,Claude Basics,"What does being ""the human in the loop"" mean?","You make decisions, steer the ship, and take responsibility in AI interactions",You should avoid using AI for important tasks,You must manually review every AI output,You need to understand AI's technical programming,A,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l5,Claude Basics 5,5,Claude Basics,70,10,sno-130,Claude Basics,"According to the lesson, what makes human contribution uniquely valuable when working with AI?",Humans don't need any training or practice,Humans are always more accurate than AI,Humans work faster than AI systems,"Your specific insight, judgment, and care",D,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l5,Claude Basics 5,5,Claude Basics,70,10,sno-137,Claude Basics,Which transport method requires both client and server to run on the same machine?,TCP transport,Stdio transport,WebSocket transport,HTTP transport,B,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l5,Claude Basics 5,5,Claude Basics,70,10,sno-144,Claude Basics,"You're building a chatbot where users ask follow-up questions. A user asks ""What's 2+2?"" and then asks ""Add 5 to that."" What do you need to do for the second question to make sense?",Send both the first question and Claude's previous answer along with the second question,Restart the conversation from the beginning,Wait 30 seconds before sending the second question,Send only the second question to Claude,A,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l5,Claude Basics 5,5,Claude Basics,70,10,sno-152,Claude Basics,You want an AI to write movie reviews in a specific style. What's the best way to show the AI exactly what you want?,Use very strict formatting rules,Tell it to copy famous movie critics,Describe the style in great detail,Give it a sample movie review as an example,D,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l5,Claude Basics 5,5,Claude Basics,70,10,sno-156,Claude Basics,"When using tools, what happens right after Claude asks for specific external data?",Claude analyzes the original question again,The user needs to approve the data request,Your server runs code to fetch the requested information,Claude provides the final answer immediately,C,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l5,Claude Basics 5,5,Claude Basics,70,10,sno-158,Claude Basics,"You ask Claude ""What's the weather today?"" but it says it doesn't have current weather information. What would tools help Claude do?",Access live weather data from external sources,Ask you to check the weather yourself,Guess the weather based on the date,Remember previous weather conversations,A,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l5,Claude Basics 5,5,Claude Basics,70,10,sno-172,Claude Basics,"You want to let users type ""@document_name"" to automatically include document content in their message. Should you use a tool or a resource?",Tool - because Claude needs the information,Resource - because documents are files,Resource - because the app fetches data for the UI,Tool - because it involves documents,C,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l6,Claude Basics 6,6,Claude Basics,70,10,sno-176,Claude Basics,What are tokens in the context of language models?,Special passwords for accessing models,User identification numbers,The smallest units a language model can understand,Error messages from the system,C,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l6,Claude Basics 6,6,Claude Basics,70,10,sno-178,Claude Basics,What are the three main criteria for selecting an AI model?,"Training data, accuracy, and memory","Capabilities, speed, and cost","Speed, color, and size","Age, popularity, and features",B,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l6,Claude Basics 6,6,Claude Basics,70,10,sno-184,Claude Basics,Which Claude model is best for tasks requiring maximum speed?,Claude 3 Opus,Claude 3.5 Sonnet,Claude 3.5 Haiku,All models have the same speed,C,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l6,Claude Basics 6,6,Claude Basics,70,10,sno-186,Claude Basics,When does Claude stop generating text with stop sequences?,After a certain number of words,When it runs out of ideas,Immediately when it generates any of the specified stop strings,After a time limit,C,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l6,Claude Basics 6,6,Claude Basics,70,10,sno-189,Claude Basics,What does latency measure in AI systems?,The number of tokens processed,How much memory the model uses,The time delay between request and response,How accurate the model's answers are,C,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l6,Claude Basics 6,6,Claude Basics,70,10,sno-191,Claude Basics,What is interpretability in the context of AI research?,The accuracy of AI model predictions,The speed at which AI models process information,A field of research aimed at making it possible for humans to understand how AI models make decisions,The ability to translate AI responses into different languages,C,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l6,Claude Basics 6,6,Claude Basics,70,10,sno-201,Claude Basics,"Claude reads your message ""I love quantum physics."" What happens first?",Claude breaks the text into smaller pieces called tokens,Claude researches quantum physics,Claude writes a response immediately,Claude translates it to another language,A,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l7,Claude Basics 7,7,Claude Basics,70,10,sno-208,Claude Basics,You want your AI to write a book review. Which approach would be more helpful?,"""Write a book review that's 300 words, includes plot summary, mentions two characters, and gives a rating""","""Write a book review that's good and interesting""","""Tell me what you think about books in general""","""Write something about the book I just read""",A,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l7,Claude Basics 7,7,Claude Basics,70,10,sno-213,Claude Basics,"When Claude wants to use a tool, it sends back a response that's different from usual. What does this response contain?",Error messages only,Both text blocks and tool use blocks,Only tool requests with no text,Only text like normal,B,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l7,Claude Basics 7,7,Claude Basics,70,10,sno-216,Claude Basics,"Sarah asks Claude ""What's the weather like today?"" but Claude says it doesn't have current weather data. What would solve this problem?",Waiting for Claude to update itself,Giving Claude access to tools that fetch current data,Asking Claude to guess the weather,Training Claude on more weather information,B,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l7,Claude Basics 7,7,Claude Basics,70,10,sno-217,Claude Basics,"You're building a chat app with Claude. A user asks for today's stock prices, but Claude responds ""I don't have access to current stock information."" What's the core problem?",The user asked the wrong question,Claude is broken,Claude only knows information from its training data,Claude needs to be restarted,C,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l7,Claude Basics 7,7,Claude Basics,70,10,sno-219,Claude Basics,You've written a Python function for Claude to use. What else do you need so Claude knows how to call it?,Permission from Claude,A JSON schema describing the function,A special license,A user manual,B,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l7,Claude Basics 7,7,Claude Basics,70,10,sno-228,Claude Basics,"When Extended Thinking is enabled, what two parts will Claude's response contain?",A summary block and a detail block,A thinking block and a text block,A draft block and a final block,A question block and an answer block,B,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l7,Claude Basics 7,7,Claude Basics,70,10,sno-233,Claude Basics,You're building an app where users ask questions about documents. What's the main benefit of enabling citations?,It reduces the cost of each request,It shows users exactly where information came from,It makes Claude's responses longer,It makes the app run faster,B,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l8,Claude Basics 8,8,Claude Basics,70,10,sno-240,Claude Basics,"You're building a system where Claude creates content, then checks if it's good enough, then improves it if needed. What pattern is this?",Parallelization,Evaluator-optimizer,Routing,Chaining,B,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l8,Claude Basics 8,8,Claude Basics,70,10,sno-243,Claude Basics,What defines an agent when working with Claude?,A predetermined sequence of steps that Claude must follow exactly,"A setup where Claude is given a goal and tools, then figures out how to complete the goal",A system that categorizes user requests into different types,A method for breaking complex tasks into parallel subtasks,B,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l8,Claude Basics 8,8,Claude Basics,70,10,sno-244,Claude Basics,What is environment inspection in the context of AI agents?,The process of categorizing user requests into different workflow types,The technique of running multiple specialized tasks simultaneously,A method for breaking large tasks into smaller sequential steps,Claude's ability to observe and understand the results of its actions,D,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l8,Claude Basics 8,8,Claude Basics,70,10,sno-245,Claude Basics,"You're building an agent. In general, should you give it a ""Refactor Code"" tool or basic tools like ""read file"" and ""write file""?","""Refactor Code"" tool - it's more specific",Basic tools - they're more flexible,Both tools together,Neither - agents don't need tools,B,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l8,Claude Basics 8,8,Claude Basics,70,10,sno-257,Claude Basics,"You ask Claude ""Is tea or coffee better?"" but want it to argue for coffee specifically. What should you add to your messages?",Ask the question multiple times,Tell the user to ask differently,"Add an assistant message saying ""Coffee is better because""",Use all caps in your question,C,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l8,Claude Basics 8,8,Claude Basics,70,10,sno-273,Claude Basics,"When deciding what to automate with AI, what question should guide your decision?","""Is this the newest AI feature?""","""Should AI do this?""","""Can AI do this?""","""Will this impress my colleagues?""",B,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l8,Claude Basics 8,8,Claude Basics,70,10,sno-278,Claude Basics,What is one effective way to help AI understand your organization's voice when writing?,Upload past successful work as examples,Use only generic templates,Ask AI to guess your tone based on your industry,Let AI decide what sounds best,A,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l9,Claude Basics 9,9,Claude Basics,70,10,sno-282,Claude Basics,"When generative AI writes an answer, what is it fundamentally doing?",Running calculations to derive the answer,Consulting a list of verified facts,Searching a database for the best match,"Predicting what text comes next, one fragment at a time",D,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l9,Claude Basics 9,9,Claude Basics,70,10,sno-284,Claude Basics,"What does the ""knowledge cutoff"" mean?",The model's training data has a fixed end date — it knows nothing after that unless it connects to another source,The model can only handle a limited number of topics,The model forgets information over long conversations,The model refuses to answer certain topics,A,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l9,Claude Basics 9,9,Claude Basics,70,10,sno-285,Claude Basics,How is Working Memory different from the other three properties?,It only matters for coding tasks,It improves automatically over time,It has a cliff rather than a gradual degradation — things work until they suddenly don't,It can't be extended by product features,C,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l9,Claude Basics 9,9,Claude Basics,70,10,sno-290,Claude Basics,"When deciding whether to use AI for a task, what question should guide your decision?","""Is this the newest AI feature available?""","""Should AI do this?""","""Can AI do this?""","""Will this save the most time?""",B,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l9,Claude Basics 9,9,Claude Basics,70,10,sno-294,Claude Basics,Which of the following does NOT help you build confidence when using AI for data analysis?,Test AI against data where you already know the correct results,Compare AI's findings against your own observations of the same data,Flag any numbers or conclusions that go beyond what your data actually shows,Share the full raw dataset for the most accurate analysis,D,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l9,Claude Basics 9,9,Claude Basics,70,10,sno-183,Safety & Alignment,How does Constitutional AI differ from traditional AI training?,It only works with small models,It uses faster computers,It requires human supervision at all times,It embeds ethical principles directly into training from the start,D,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l9,Claude Basics 9,9,Claude Basics,70,10,sno-185,Safety & Alignment,What is the main difference between pre-training and fine-tuning?,"Pre-training requires human feedback, fine-tuning doesn't",Pre-training is faster than fine-tuning,"Pre-training creates basic language understanding, fine-tuning teaches assistant behavior",Fine-tuning only works on small models,C,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l10,Vision & Files,10,Vision & Files,70,10,sno-281,Safety & Alignment,"Which of these is a ""fingerprint"" left by fine-tuning?",The context window size,Sycophancy — agreeing too readily under pushback,The knowledge cutoff,Token prediction,B,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l10,Vision & Files,10,Vision & Files,70,10,sno-283,Safety & Alignment,Where does hallucination tend to concentrate?,In the opening sentence of a response,In general explanations of common concepts,"In specific details like names, dates, citations, and URLs",In formatting and structure,C,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l10,Vision & Files,10,Vision & Files,70,10,sno-287,Safety & Alignment,A hallucinated citation (a paper that doesn't exist) is which two properties colliding?,Next Token Prediction + Knowledge,Next Token Prediction + Working Memory,Working Memory + Steerability,Knowledge + Steerability,A,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l10,Vision & Files,10,Vision & Files,70,10,sno-291,Safety & Alignment,Which of the following statements about AI is NOT true?,AI can always verify the accuracy of its own outputs,AI works best when given specific context and clear instructions about your goals,AI has a knowledge cutoff and may not have information about recent events,AI can produce inaccurate information confidently — a behavior known as hallucination,A,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l10,Vision & Files,10,Vision & Files,70,10,sno-10,Vision & Files,Which of the following tasks is a good candidate for Research mode?,Reformatting a PDF file,Conducting comprehensive market analysis,Brainstorming product codenames,Redlining legal documents,B,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l10,Vision & Files,10,Vision & Files,70,10,sno-76,Vision & Files,You want Claude to analyze a PDF document. What's the main difference from sending an image?,"Change the type to ""document"" and media_type to ""application/pdf""",PDFs cost more to process,"You can only send text, not images in PDFs",PDFs require special permission,A,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l10,Vision & Files,10,Vision & Files,70,10,sno-119,Vision & Files,"You want to create a resource that fetches different documents based on their ID, like docs://documents/report.pdf. What type of resource should you use?",A templated resource with parameters in the URI,A tool instead of a resource,A direct resource with a static URI,A database query resource,A,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l10,Vision & Files,10,Vision & Files,70,10,sno-229,Vision & Files,"You ask Claude ""How many marbles are in this image?"" but get the wrong count. What's the best way to improve accuracy?",Ask the question in all capital letters,Send a higher quality image,Upload the image multiple times,Provide detailed counting steps and methodology,D,,,
claude-foundations,Claude Foundations,"Models, tokens & how Claude thinks",,1,#F5A623,claude-foundations-l10,Vision & Files,10,Vision & Files,70,10,sno-239,Vision & Files,"You want Claude to analyze a product image for 6 different materials at once. Instead of one huge prompt, what should you do?","Write a longer, more detailed prompt","Send 6 separate requests in parallel, then combine results",Ask the user to pick one material first,Use an agent with material tools,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l1,Prompting,1,Prompting,70,10,sno-7,Prompting,Which three elements make up an effective prompt?,"Introduction, body, and conclusion","Setting the stage, defining the task, and specifying rules","Question, answer, and follow-up","Subject, verb, and object",B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l1,Prompting,1,Prompting,70,10,sno-8,Prompting,"If Claude's response is too generic, what should you try?","Add more details about your audience, role, or constraints",Ask Claude to search the web for better answers,Switch to a different AI model,Start a new conversation and ask the same question,A,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l1,Prompting,1,Prompting,70,10,sno-24,Prompting,Each Cowork task starts fresh. How does context carry from one task to the next?,"Through a project (folder, instructions, and memory for one piece of work) and global instructions that apply to every task",Cowork automatically remembers every conversation and applies it to new tasks,You export the previous task's output and paste it into the new prompt,Context only carries if you keep the same chat window open,A,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l1,Prompting,1,Prompting,70,10,sno-27,Prompting,Which of the following tasks is the best fit for Cowork rather than chat?,Asking Claude to rewrite a paragraph you pasted into the conversation,Turning a folder of meeting notes and spreadsheets into a finished presentation saved to your folder,Getting a quick explanation of a concept you read about,Brainstorming names for a new product with Claude turn by turn,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l1,Prompting,1,Prompting,70,10,sno-31,Prompting,Which of the following correctly describes the three types of Claude.md files and their usage?,"Project level (debugging), Local level (testing), Machine level (production)","Project level (personal use), Local level (team sharing), Machine level (repository specific)","Project level (shared with team, committed), Local level (personal, not committed), Machine level (global for all projects)","Project level (configuration), Local level (documentation), Machine level (automation)",C,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l1,Prompting,1,Prompting,70,10,sno-51,Prompting,You're building a math tutor bot. You want Claude to give hints instead of direct answers. What should you use?,Setting a very low word limit,Using all capital letters in your messages,A system prompt explaining the tutor role,Asking users to be more specific,C,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l1,Prompting,1,Prompting,70,10,sno-54,Prompting,"You wrote a prompt and tested it once. It worked fine, so you deployed it to production. What's the main risk with this approach?",Users will provide unexpected inputs that break it,The prompt will become too expensive,The prompt will work too slowly,Other developers won't understand it,A,,,
